               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.019105,            0.014408,           0.0034209,             0.80484,             0.76667,             0.79965,             0.59677,            0.026303,            0.019236,            0.018476,           0.0088188,           0.0088188,           0.0088188
                 120,            0.018541,            0.014401,           0.0034197,             0.80772,             0.75764,             0.81078,             0.60614,            0.025799,            0.018009,             0.01935,           0.0087996,           0.0087996,           0.0087996
                 121,            0.017629,            0.012874,           0.0035853,             0.81861,             0.70252,              0.8062,             0.59606,             0.02592,            0.018374,            0.022828,           0.0087804,           0.0087804,           0.0087804
                 122,            0.018324,            0.013296,           0.0037571,              0.8217,             0.74544,             0.80876,             0.60466,            0.025448,            0.019472,            0.019312,           0.0087609,           0.0087609,           0.0087609
                 123,            0.018137,            0.014413,           0.0040996,             0.80001,             0.76118,             0.79679,             0.59665,            0.026108,            0.019334,            0.017727,           0.0087414,           0.0087414,           0.0087414
                 124,            0.017617,            0.013757,           0.0037466,             0.79377,             0.72952,             0.80117,             0.59279,            0.025632,             0.01883,            0.021587,           0.0087217,           0.0087217,           0.0087217
                 125,            0.018225,            0.014191,           0.0031196,             0.76231,             0.78867,             0.80628,             0.59797,            0.025767,            0.018805,            0.022042,           0.0087019,           0.0087019,           0.0087019
                 126,            0.017951,            0.014622,           0.0031979,             0.76043,             0.74981,             0.78882,             0.58495,            0.025241,            0.019171,            0.022783,            0.008682,            0.008682,            0.008682
                 127,            0.018712,            0.013772,           0.0034844,             0.79525,             0.75175,             0.82532,             0.62167,            0.025633,            0.018576,            0.017917,           0.0086619,           0.0086619,           0.0086619
                 128,            0.016658,            0.013131,           0.0029539,             0.81405,             0.75036,             0.82252,             0.62403,             0.02504,            0.018875,            0.017226,           0.0086417,           0.0086417,           0.0086417
                 129,            0.016436,             0.01314,           0.0029241,             0.79108,             0.76978,             0.81635,             0.60838,            0.025534,            0.019745,             0.01805,           0.0086214,           0.0086214,           0.0086214
                 130,            0.018057,            0.013258,           0.0029553,             0.79712,             0.75903,             0.81793,             0.60385,            0.025772,            0.019395,            0.018303,            0.008601,            0.008601,            0.008601
                 131,            0.018131,            0.013892,           0.0033758,             0.79117,              0.7854,             0.80681,             0.60031,            0.025742,            0.018881,            0.016615,           0.0085805,           0.0085805,           0.0085805
                 132,            0.017801,            0.013783,           0.0034815,              0.7651,             0.73696,             0.78213,             0.58376,            0.025386,            0.019126,            0.025275,           0.0085598,           0.0085598,           0.0085598
                 133,            0.018654,            0.012775,           0.0035602,             0.76547,             0.76697,             0.79007,             0.59326,            0.025293,            0.018461,            0.020116,            0.008539,            0.008539,            0.008539
                 134,            0.017017,            0.013684,           0.0029641,             0.81471,             0.76252,             0.81544,             0.61238,            0.025487,            0.019431,            0.016131,           0.0085181,           0.0085181,           0.0085181
                 135,            0.017736,            0.013046,           0.0033182,             0.76666,             0.79218,             0.80853,             0.60623,            0.026039,            0.020037,            0.017338,           0.0084971,           0.0084971,           0.0084971
                 136,            0.016974,            0.012935,           0.0030645,             0.79726,             0.77865,             0.81438,             0.61165,            0.025625,            0.019889,             0.01553,           0.0084759,           0.0084759,           0.0084759
                 137,            0.018171,             0.01424,           0.0030552,             0.81921,             0.75949,             0.82314,             0.61158,            0.025628,            0.019465,            0.017654,           0.0084546,           0.0084546,           0.0084546
                 138,            0.017009,             0.01317,           0.0029626,             0.77718,             0.79126,             0.82483,             0.61165,            0.025224,            0.019258,            0.016399,           0.0084333,           0.0084333,           0.0084333
                 139,            0.016667,            0.012393,           0.0033162,             0.80073,             0.79979,             0.82832,             0.61851,            0.025415,            0.019167,             0.01623,           0.0084118,           0.0084118,           0.0084118
                 140,            0.015507,            0.012365,           0.0028418,             0.76327,             0.80584,             0.82058,             0.61768,            0.025028,            0.018344,            0.016606,           0.0083901,           0.0083901,           0.0083901
                 141,            0.017967,            0.013478,           0.0031693,             0.76353,             0.78498,             0.80753,             0.60723,            0.025555,            0.019434,            0.016917,           0.0083684,           0.0083684,           0.0083684
