               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 100,            0.025221,            0.020879,           0.0094804,             0.75507,             0.60871,             0.70649,             0.50597,            0.029877,            0.019356,            0.025402,           0.0091571,           0.0091571,           0.0091571
                 101,            0.026434,            0.020861,             0.01049,             0.67051,             0.65432,             0.70073,             0.50394,            0.030356,            0.019969,            0.026509,           0.0091406,           0.0091406,           0.0091406
                 102,            0.026644,            0.020657,            0.010105,             0.63817,             0.69622,             0.71659,             0.51546,            0.029426,            0.019324,            0.026782,           0.0091239,           0.0091239,           0.0091239
                 103,            0.025196,            0.020781,            0.010434,              0.6729,             0.68586,             0.70255,             0.49472,            0.030791,            0.019529,            0.023799,           0.0091071,           0.0091071,           0.0091071
                 104,            0.026226,            0.020567,            0.010317,             0.72051,             0.60061,             0.68745,             0.49096,            0.028984,            0.018424,            0.029553,           0.0090901,           0.0090901,           0.0090901
                 105,            0.028336,            0.021293,           0.0096699,             0.69995,             0.62648,             0.69733,             0.50316,            0.028726,            0.017678,            0.027061,            0.009073,            0.009073,            0.009073
                 106,             0.02713,            0.021519,           0.0099668,             0.75443,             0.60918,             0.71664,             0.49658,            0.029684,            0.018848,            0.026579,           0.0090557,           0.0090557,           0.0090557
                 107,            0.024997,            0.020087,           0.0078467,             0.71608,             0.64156,             0.71488,             0.51825,             0.02936,            0.018543,            0.028372,           0.0090383,           0.0090383,           0.0090383
                 108,            0.025528,            0.018457,           0.0089097,             0.69666,             0.63756,             0.69892,             0.50322,             0.02994,            0.019439,            0.029969,           0.0090208,           0.0090208,           0.0090208
                 109,            0.024442,            0.018441,           0.0086909,             0.67508,             0.60418,             0.66803,             0.47366,            0.029951,            0.019835,            0.029332,           0.0090031,           0.0090031,           0.0090031
                 110,            0.025827,            0.020472,           0.0093548,              0.7468,               0.632,             0.72249,             0.51123,            0.030419,            0.019367,            0.024604,           0.0089853,           0.0089853,           0.0089853
                 111,            0.026483,            0.019774,           0.0093689,             0.64065,             0.63839,             0.65785,             0.47243,            0.029612,            0.018706,            0.030487,           0.0089673,           0.0089673,           0.0089673
                 112,            0.024533,            0.020631,           0.0084488,             0.66557,              0.6976,             0.71476,             0.50733,            0.029907,            0.019583,            0.026263,           0.0089492,           0.0089492,           0.0089492
                 113,            0.025171,            0.020239,            0.009274,             0.68989,             0.65002,             0.71499,             0.51238,            0.029235,            0.019179,            0.026564,            0.008931,            0.008931,            0.008931
                 114,            0.025458,            0.019953,           0.0090485,              0.7281,             0.66205,             0.72046,             0.51124,            0.029915,            0.019394,            0.024938,           0.0089126,           0.0089126,           0.0089126
                 115,             0.02343,            0.019462,           0.0085872,             0.75419,              0.6698,              0.7272,             0.52274,             0.02951,            0.019724,            0.023013,           0.0088941,           0.0088941,           0.0088941
                 116,            0.026372,            0.021215,           0.0085462,              0.7589,             0.67053,             0.74053,             0.52931,            0.028869,            0.018827,            0.025293,           0.0088755,           0.0088755,           0.0088755
                 117,            0.024714,            0.019761,           0.0082534,             0.79903,             0.64323,             0.74549,             0.53587,            0.028827,            0.019018,            0.026359,           0.0088567,           0.0088567,           0.0088567
                 118,            0.024431,            0.018055,           0.0076598,             0.76284,             0.60715,             0.71629,              0.5267,            0.028871,            0.020283,            0.027875,           0.0088378,           0.0088378,           0.0088378
                 119,            0.025314,            0.020499,           0.0088102,             0.71687,             0.68547,             0.74696,             0.54204,            0.028913,            0.019504,            0.021125,           0.0088188,           0.0088188,           0.0088188
                 120,            0.027042,            0.020981,           0.0083704,             0.75561,             0.63441,             0.73154,             0.53495,            0.029357,             0.01908,            0.025856,           0.0087996,           0.0087996,           0.0087996
                 121,            0.024306,            0.019933,           0.0080457,              0.7658,             0.59864,             0.71227,              0.5068,            0.028648,            0.019776,            0.028076,           0.0087804,           0.0087804,           0.0087804
                 122,            0.024728,             0.02037,           0.0082844,             0.66851,             0.66582,              0.7073,             0.51009,            0.029202,            0.020168,            0.025927,           0.0087609,           0.0087609,           0.0087609
                 123,            0.024412,            0.020625,           0.0084908,             0.70417,             0.68752,             0.73779,              0.5376,            0.028363,             0.01862,            0.025349,           0.0087414,           0.0087414,           0.0087414
                 124,            0.024461,            0.019573,           0.0073013,             0.71892,             0.64978,             0.71549,             0.51532,            0.028897,            0.019187,            0.027883,           0.0087217,           0.0087217,           0.0087217
                 125,            0.025823,            0.022849,           0.0086484,             0.63903,             0.63473,             0.69679,             0.49515,            0.029654,            0.020059,            0.028486,           0.0087019,           0.0087019,           0.0087019
                 126,            0.024828,            0.019539,           0.0083063,             0.68885,             0.64533,             0.72075,             0.51317,            0.028738,            0.018249,            0.026576,            0.008682,            0.008682,            0.008682
                 127,            0.025289,            0.019669,           0.0089407,             0.71529,             0.66548,             0.71428,             0.50855,            0.029113,            0.018667,            0.026121,           0.0086619,           0.0086619,           0.0086619
                 128,            0.023875,            0.019556,           0.0080416,             0.64201,             0.67952,             0.68977,             0.50432,            0.029172,            0.018933,            0.030472,           0.0086417,           0.0086417,           0.0086417
                 129,            0.026385,             0.02043,           0.0082172,             0.76706,             0.65107,             0.74556,             0.53288,             0.02923,             0.01847,            0.024833,           0.0086214,           0.0086214,           0.0086214
                 130,            0.023877,            0.018149,           0.0076004,             0.70821,             0.70781,             0.72659,             0.52543,            0.028659,            0.017862,            0.023221,            0.008601,            0.008601,            0.008601
                 131,            0.024794,            0.020141,            0.008249,             0.70426,             0.68135,             0.73016,              0.5343,            0.028563,            0.019067,            0.024763,           0.0085805,           0.0085805,           0.0085805
                 132,            0.023325,            0.019597,           0.0092672,             0.66525,             0.65744,             0.70117,             0.50159,            0.029679,            0.020218,            0.027278,           0.0085598,           0.0085598,           0.0085598
                 133,            0.023205,            0.019787,           0.0077997,             0.67235,             0.68115,             0.70178,             0.51248,            0.028671,            0.019904,            0.028339,            0.008539,            0.008539,            0.008539
                 134,            0.025051,             0.01914,           0.0088767,             0.77399,              0.5932,             0.71887,             0.51205,            0.029317,            0.018865,            0.030647,           0.0085181,           0.0085181,           0.0085181
                 135,            0.025587,            0.019999,           0.0084178,             0.75432,             0.68566,             0.74446,             0.52633,            0.029029,            0.019654,            0.021834,           0.0084971,           0.0084971,           0.0084971
                 136,            0.024161,            0.019004,           0.0071486,             0.73641,             0.67861,             0.73624,             0.52794,            0.028985,             0.01893,            0.020646,           0.0084759,           0.0084759,           0.0084759
                 137,            0.023762,            0.018568,           0.0075184,             0.74374,             0.68492,             0.74668,             0.53523,            0.027907,            0.018704,            0.026106,           0.0084546,           0.0084546,           0.0084546
                 138,             0.02378,            0.020286,           0.0077447,             0.71616,              0.7047,             0.73762,             0.52666,            0.027565,            0.018286,            0.025963,           0.0084333,           0.0084333,           0.0084333
                 139,            0.024467,            0.019208,           0.0082608,             0.77332,              0.6512,              0.7289,             0.51749,            0.028922,            0.020689,            0.024352,           0.0084118,           0.0084118,           0.0084118
                 140,             0.02454,            0.021662,           0.0072281,              0.7594,             0.67077,             0.73991,             0.53651,            0.027861,            0.019169,             0.02438,           0.0083901,           0.0083901,           0.0083901
                 141,            0.024869,            0.020392,             0.00732,             0.68571,              0.6933,             0.73201,             0.53076,             0.02733,            0.018379,            0.023779,           0.0083684,           0.0083684,           0.0083684
                 142,            0.022617,            0.018387,           0.0071773,             0.75265,             0.63471,             0.72721,             0.53108,            0.027421,            0.018547,            0.024482,           0.0083466,           0.0083466,           0.0083466
                 143,            0.023315,              0.0186,           0.0070915,              0.8005,             0.65281,              0.7492,             0.54631,            0.028372,            0.018714,            0.021216,           0.0083246,           0.0083246,           0.0083246
                 144,            0.023725,            0.020031,           0.0070103,             0.76769,             0.61868,             0.72238,             0.52723,            0.028137,            0.018497,            0.024593,           0.0083025,           0.0083025,           0.0083025
                 145,            0.024288,            0.018783,           0.0062819,             0.70671,             0.68389,             0.72239,             0.52301,            0.028299,            0.019092,            0.026984,           0.0082804,           0.0082804,           0.0082804
                 146,            0.024048,            0.019613,           0.0069533,             0.70777,             0.66661,              0.7271,             0.53121,            0.028218,            0.020181,            0.025391,           0.0082581,           0.0082581,           0.0082581
