               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 145,            0.018109,            0.013899,           0.0033586,             0.77823,             0.76708,             0.80792,             0.60481,            0.026399,            0.018876,            0.018429,           0.0082804,           0.0082804,           0.0082804
                 146,            0.017204,            0.013434,           0.0033191,             0.81142,             0.74187,             0.81402,             0.61171,            0.025794,            0.018962,            0.017381,           0.0082581,           0.0082581,           0.0082581
                 147,            0.017236,            0.013645,           0.0032859,             0.73658,             0.76323,             0.79724,             0.60602,            0.025307,            0.018639,            0.022172,           0.0082357,           0.0082357,           0.0082357
                 148,            0.018143,            0.014072,           0.0037063,              0.7692,             0.77212,             0.80518,             0.60859,            0.025258,            0.018006,            0.023271,           0.0082132,           0.0082132,           0.0082132
                 149,            0.018257,            0.013566,            0.003275,             0.79383,             0.73594,             0.79293,             0.59725,            0.025252,            0.018223,            0.023534,           0.0081906,           0.0081906,           0.0081906
                 150,            0.018719,            0.014572,           0.0032712,             0.81221,             0.72876,             0.80756,             0.60911,            0.025499,            0.018305,            0.019675,           0.0081679,           0.0081679,           0.0081679
                 151,            0.017932,            0.014921,           0.0030883,             0.83384,             0.71832,             0.81379,             0.61974,            0.025371,             0.01844,            0.018285,            0.008145,            0.008145,            0.008145
                 152,            0.016634,             0.01362,           0.0031819,             0.78253,             0.74774,             0.81322,             0.61987,            0.025285,            0.018507,            0.021075,           0.0081221,           0.0081221,           0.0081221
                 153,            0.018572,            0.014143,           0.0034457,             0.77882,             0.79108,             0.82476,             0.61172,            0.026948,            0.018734,            0.019039,           0.0080991,           0.0080991,           0.0080991
                 154,            0.016972,            0.014717,           0.0031934,             0.81927,             0.76708,             0.81894,             0.61314,            0.025992,            0.019604,            0.017257,           0.0080759,           0.0080759,           0.0080759
                 155,            0.017221,             0.01333,            0.003399,             0.76192,             0.73166,             0.77405,             0.57825,              0.0273,            0.020961,            0.022601,           0.0080527,           0.0080527,           0.0080527
